source,target,producer_overlap,same_branch,historical_share_corr,lag1_directed_corr,combined_strength,combined_signed
16181,26304,0.0,1.0,-0.2125187529364059,0.2150421011095192,0.2637556258809218,-0.053484831169115045
16228,26203,0.0,0.0,-0.8739521404337028,-0.14096556229719434,0.26218564213011086,-0.03486622108525513
26203,16228,0.0,0.0,-0.8739521404337028,-0.2895496999770546,0.26218564213011086,-0.04686801842208895
26257,16228,0.22203638670840178,0.0,0.4939197365594743,-0.24673047196151343,0.2591941143220432,0.042525082983361
16228,26257,0.22203638670840178,0.0,0.4939197365594743,-0.31115100783730454,0.2591941143220432,0.03446839888152433
16228,16197,0.0,0.0,0.8619575947317492,0.011828524551439514,0.2585872784195247,0.03438770005084931
16197,16228,0.0,0.0,0.8619575947317492,-0.0858584214059015,0.2585872784195247,0.05101417079217539
26218,26233,0.0,0.0,0.85188048054833,-0.09710837238164702,0.25556414416449896,0.04239505422381429
26233,26218,0.0,0.0,0.85188048054833,0.3622675882507654,0.25556414416449896,0.04576823598912395
26233,26310,0.0,0.0,-0.8508728537618794,-0.5976728342745817,0.2552618561285638,-0.0457141001078539
26310,26233,0.0,0.0,-0.8508728537618794,-0.025047539652576847,0.2552618561285638,-0.03956493341699303
26183,26256,0.0,0.0,0.8470846324634408,0.24341580583198813,0.2541253897390322,0.040336930662401536
26256,26183,0.0,0.0,0.8470846324634408,-0.0845677657803752,0.2541253897390322,0.03661904140656923
16228,7965,0.0,1.0,0.17376534066019034,0.06051065159057973,0.25212960219805713,0.03352893919344527
7965,16228,0.0,1.0,0.17376534066019034,-0.04004827717985434,0.25212960219805713,0.04640596324411825
7516Д,15150Д,0.0,0.0,-0.8314952962254515,-0.13827620330163215,0.24944858886763543,-0.050526747017905674
15150Д,7516Д,0.0,0.0,-0.8314952962254515,-0.3111844667525261,0.24944858886763543,-0.03932257570824127
7620,26203,0.0,0.0,0.8276333832567789,0.440724854685484,0.24829001497703368,0.03630336061625662
26203,7620,0.0,0.0,0.8276333832567789,-0.12907883378432752,0.24829001497703368,0.04438405132112272
15150Д,26220,0.0,1.0,0.15497335983037241,-0.43759266483539394,0.24649200794911175,0.03885650621659191
26220,15150Д,0.0,1.0,0.15497335983037241,-0.1894691382493543,0.24649200794911175,0.03714502091144817
26233,7585,0.08747580412876786,0.0,-0.6715408992981472,-0.08220920382231282,0.24520017185382809,-0.043912182464674085
7585,26233,0.08747580412876786,0.0,-0.6715408992981472,-0.044843875264216744,0.24520017185382809,-0.03668905271613001
7586,7583А,0.0,1.0,0.14228726789558246,0.13907169623712917,0.24268618036867476,0.05249115990031284
7583А,7586,0.0,1.0,0.14228726789558246,-0.328451920707754,0.24268618036867476,0.04602049256456083
26203,26293,0.0,0.0,0.8047954089651463,-0.18691173639840616,0.24143862268954389,0.0431593039347358
26293,26203,0.0,0.0,0.8047954089651463,0.19698783537052436,0.24143862268954389,0.04029793322364883
