КНС,Период,Нагн. скваж.,Закачка м3/мес базовый прогноз,Закачка м3/мес прогноз,Доля базовый прогноз,Доля прогноз,Руст базовый прогноз,Руст прогноз,Суммарная закачка прогноз,Закачка м3/мес факт,Руст факт
97,06.2026,23311,5118.597350810973,2945.155856054462,0.05936100590755589,0.059361005907555886,52.527113903905466,52.527113903905466,49614.31854172104,5881.712,106.0
97,06.2026,23322,495.32620564467715,285.0024675178891,0.005744359207075041,0.0057443592070750395,111.57161656429146,111.57161656429146,49614.31854172104,6733.285,106.0
97,06.2026,23414,1228.5519057229076,706.8883507770782,0.014247668244856591,0.014247668244856588,115.30804921415637,115.30804921415637,49614.31854172104,79.684,135.0
97,06.2026,24527,2682.2675649702464,1543.3321836157838,0.031106588359527395,0.03110658835952739,88.76428375480477,88.76428375480477,49614.31854172104,5251.12,106.0
97,06.2026,24528,2565.4377600872813,1476.1102553353244,0.029751698677349617,0.029751698677349614,87.29087981523861,87.29087981523861,49614.31854172104,4287.88,60.0
97,06.2026,24759,4703.44861124326,2706.2861701476854,0.05454647468093207,0.05454647468093207,93.82952828466154,93.82952828466154,49614.31854172104,450.639,80.0
97,06.2026,24779,4247.600211538876,2443.998576135292,0.04925994446704162,0.04925994446704162,45.25090987223036,45.25090987223036,49614.31854172104,9420.584,64.0
97,06.2026,2553,1735.7563925023576,998.7253838695376,0.02012978134587704,0.02012978134587704,98.9932554467297,98.9932554467297,49614.31854172104,65.454,95.0
97,06.2026,2555,4101.127613016852,2359.720676991632,0.04756128364450527,0.04756128364450528,73.18931193122499,73.18931193122499,49614.31854172104,8087.714,65.0
97,06.2026,2556,901.5859962487431,518.7575999053694,0.01045580419429005,0.010455804194290048,116.84069752971793,116.84069752971793,49614.31854172104,,
97,06.2026,2558,2820.441860851903,1622.8353773193458,0.03270901274104353,0.03270901274104353,86.48496225253297,86.48496225253297,49614.31854172104,81.329,90.0
97,06.2026,2902,6413.5677258741,3690.260290363982,0.07437893734770971,0.07437893734770973,48.041633665521864,48.041633665521864,49614.31854172104,513.454,50.0
97,06.2026,2903,901.7648318521482,518.8604989397224,0.010457878172878838,0.010457878172878842,87.60299197938053,87.60299197938053,49614.31854172104,,
97,06.2026,2992,6192.992418986509,3563.3449242475053,0.07182089826047017,0.07182089826047017,61.691295975605826,61.691295975605826,49614.31854172104,4256.239,80.0
97,06.2026,2994,4271.937236912477,2458.0016961085107,0.0495421839572695,0.049542183957269496,91.7838739414344,91.7838739414344,49614.31854172104,4356.77,60.0
97,06.2026,2997,50.16773174088563,28.865679168577103,0.0005818013834918205,0.0005818013834918189,89.5012981976826,89.5012981976826,49614.31854172104,,
97,06.2026,3592,4305.020963452796,2477.0375225825132,0.049925860021629735,0.049925860021629735,44.73313449489726,44.73313449489726,49614.31854172104,6375.349,22.0
97,06.2026,3592Д/2,4420.356203812626,2543.39950327267,0.05126341705437123,0.05126341705437124,46.655535785804126,46.655535785804126,49614.31854172104,5921.063,40.0
97,06.2026,4611,689.8572945827732,396.9324234226864,0.008000360280851248,0.008000360280851243,77.07888717365952,77.07888717365952,49614.31854172104,28.433,90.0
97,06.2026,4625,4095.6373561398723,2356.561674420367,0.047497612457152213,0.04749761245715221,48.37557881117651,48.37557881117651,49614.31854172104,10160.966,64.0
97,06.2026,4634Д,4814.508345178033,2770.188095490187,0.055834448137400405,0.05583444813740041,46.327484038568144,46.327484038568144,49614.31854172104,642.242,90.0
97,06.2026,4636,1213.6323189306245,698.3038684668526,0.014074643953431384,0.014074643953431382,102.66621628918784,102.66621628918784,49614.31854172104,1623.607,106.0
97,06.2026,4639,5136.024585200002,2955.18319712038,0.059563111697993894,0.0595631116979939,65.43708692644032,65.43708692644032,49614.31854172104,7654.584,30.0
97,06.2026,4648,1118.1879600007994,643.3867704097058,0.012967763930258907,0.012967763930258908,101.56228535668032,101.56228535668032,49614.31854172104,2050.071,90.0
97,06.2026,4650,1458.734218693704,839.3314285469476,0.01691712096864028,0.016917120968640287,68.64580752530964,68.64580752530964,49614.31854172104,,
97,06.2026,4698,1592.7241081742493,916.4269843427544,0.018471018272116835,0.018471018272116835,40.75424398013164,40.75424398013164,49614.31854172104,5855.877,30.0
97,06.2026,4702,249.45150890092353,143.53025289726642,0.002892919969798049,0.002892919969798049,119.8071312373073,119.8071312373073,49614.31854172104,,
97,06.2026,9684,760.714938067583,437.70273398881125,0.008822105127187105,0.008822105127187101,116.31531700059372,116.31531700059372,49614.31854172104,369.018,68.0
97,07.2026,23281,3592.973973735543,1787.2802405076707,0.03933823144097348,0.039338231440973474,107.45119035207998,107.45119035207998,45433.670377110415,6707.992,136.0
97,07.2026,23308,4678.26957710464,2327.1470475568585,0.05122075826674306,0.05122075826674306,80.7333624453143,80.7333624453143,45433.670377110415,4351.273,80.0
